,writer,date,review
769,복스복스,2022.12.29. 10:53,"초기 통증시작: 3월 코로나 감염 이후치료:4월-첫 한달 회사 근처 정형외과 통증약 먹으며 버팀5월- ㅅㅇㄷ 병원 ㅈㅅㄱ 선생님 만나서 긴급 차단술 실시 후 통증 경감되었으나 계속 불편한 통증이 3정도 지속됨6월- 통증이 악화됨7월- 2차 ㅈㅅㄱ 선생님 차단술 추가 치료8월- 11월: 통증 점차 악화11월 말 심한 통증으로 앉는 행동 완전 불가하여 ㅅㅇㄷ 병원 신경외과 수술 문의했으나 이정도로는 수술하기에 너무 젊다 라며 재활로 다시 돌림12월- 1째주 회사에 병가내고 1차 한의원 다님( 추나 약침)-2째주 집에선 멀지만 삼성동 ㅅㅅ ㅈㅎㅇㄱ 소개받아서 기존자료 가지고 상담하고 보전치료 노력 결정 후 1차 차단술- 3째주 통증이 8정도로 내려갔으나 미미하여 2차 차단술- 4째주 화요일 첫 물리치료(체외충격파, 자기장) 및 도수치료 실시 : 직후에 지하철 탑승후 앉으려다 너무 아파서서서 집에가서 가자마자 자고 일어나니 통증이 경감됨수요일: 통증은 있으나 10분정도 앉아있기 가능해짐목요일 현재: 수요일과 같음. 지금 물리치료 받으러 가는중기타사항: 12월 1일 보다 4키로 감량(허리에 가는 무게를 줄이기 위함)병원후기: 매우 친절하시고 자세한 설명 및 통증에 대한 공감을 해주시며 치료를 진행해주셔서 믿고 진행중입니다( ㅅㅅ동 ㅅㅅㅈㅎㅇㄱ ㅎㅇㅅ 원장님)12월 내내 진짜 전쟁같이 보냈습니다진짜 지푸라기를 잡는 심정으로 다해보고 있습니다. 빨리 통증없는 하루가 오기를 기다리며 노력하고 있어요.오늘 원래 시술 예약인데 자기장 하고 체외충격파 한번 더 해보고 상태 보고 해달라고 하려구요ㅡ 이 두가지가 도움이 되는거 같아서요ㅡ주3회 이상 받아보고 나아지면 추가 공유드릴게요!다음달에는 3 이하로 통증이 떨어졌다고 공유하는 글 쓸수 있으면 좋을거 같네요..앉는다는게 이렇게 별거 아닌데 힘든일이 되니까 삶의 질이 뚝 쩔어지네요.통증과 싸우시는 모든분들 홧팅해요 우리!"
770,최강,2022.12.28. 20:34,"2개월간 풀로 약 먹고 진료보는날이었습니다.교수님이 호프만도 평소와 다르게,뭔가 확신이 필요하신듯.4-5번 팅기시고,이때 좀 불안했습니다.결론은,좋아진것같습니다.증세도 확실히 좋아졌고,신경반응도 전보다 약하답니다.이젠 격일로 약먹고,4개월 후 봅니다.후두부에 전신마취 조직검사 앞두고 있어서,전신마취 평가필요 요청하니,후종인대봐야한다고 CT찍어오라 하셔서,바로 찍고 재 진료본결과,뼈가 좀 튀어나온게 선천적인것같다고 하셨습니다.새로운 사실을 알게되었고,이젠 다음달에이비인후과에서 후두 병변 조직검사해야하는데.아무일도 없길 바래봅니다."
771,킹받쥬,2022.12.28. 19:36,"ㅇㅅㄷㅅㄷ 병원에서 현미경 수술 진행 예정입니다대부분 며칠 안정기 및 휴식하고일선, 회사 복귀 하셨나요?저는 대략 수술시점부터 2주간 쉬려고 하는데..대부분 사람마다 회복속도나 여러 부분들이다르긴 하겠지만그래도보통 어느정도 쉬셨는지 궁금해서 글 남깁니다."
772,오로로킹,2022.12.28. 17:41,"ㅍㅍㅂㅇ ㅇㄱㅅ원장님 진료보고 왔습니다.매우 친절하시고 하나하나 다 설명해주시면서 눈에 띄게 보이는거부터 치료하고도 아프다 하면 다른쪽을 보자 하시네요엠알아이상 봐도 수술전 눌려있던 신경이 감압되면서 3배가량 부어있어서 아플거라하시며 신경주사 처방해주셧어요따끔하고 아플거에요~ 하시더니 왼쪽 엉덩이부터 발끝까지 벼락치는줄 알고 윽,윽 이러면서 맞았어요ㅠㅠ다리에 힘이 쭉풀려서 제대로 내려오지도 못했어요맞고나니 옆에 방사선 선생님이 자기도 아플때 맞는데 참 기분나쁜 느낌이라 하시면서 직접 회복실까지 부축도 해주셧습니다.회복실에서 쉬다보니 ㅇㄱㅅ선생님께서 다시한번 진료 봐주시고 좋아질거니 너무 걱정 말라며 다독여 주셨어요수술한 병원은 수술만하고 환자를 방치하듯이 했는데 너무 친절하시고 믿음이갔습니다.일주일 후 다시보자 하시네요현재는 맞고와서 누워만 있는데 통증이 줄은것같아요 확실히 다만 하루이틀간 안정취하며 좀 봐야겠죠?정확한 솔루션도없이 사람을 실험 하는것도 아니고 아 왜그러지 왜그러지 하면서 이리저리 주사만 꽂아보고 방치햇던 전 병원이 괘씸하네요이제서야 조금이나마 마음이 놓입니다.우리 재활 얄심히해서 모두 빨리 일상복귀하는날을 기원합니다!!"
773,아픔허리,2022.12.28. 14:47,아픈지는 2년이 넘었으나 병원가기가 무서워 집에서 찜질 +스트레칭+휴식으로버티다가 최근에 넘 아파서 도저히 안될것 같아서 병원 방문했어요왼쪽 허벅지 당김 증상+ 종아리 저림 증상이 넘 심했어요지인추천으로 부산역 ㅊㅅㅇ병원 ㅇㅊㅈ선생님 예약하고 시간이 몇일 남아서카페에서 정보검색하니 척전은 과잉진료다 무조건 시술이나 수술해라고 한다고 해서예약 취소할까 고민하다가 그냥 병원 방문했네요MRI 찍고 ㅇㅊㅈ선생님한데 진료를 보는데 하시는 말씀이디스크는 좀 튀어나왔다 근데 증상이 심하지 않으면나이가 젊으니 바로 수술은 권하지 않는다너무 힘들면 주사 맞고 좀 버티다가 안되면 시술하고 버티다 버티다 안될때 수술하면 된다고 하시더라구요놀랬네요 사실 수술 바로 하라고 하면 엄청 고민했을꺼 같아요근데 그런말 일절 없으시고 궁금하거나 적어 온거 없냐면서 하나 하나 물어 봐주시고치료 방향에 대해 상세히 설명도 해주셨어요요 며칠 좀 쉬다보니 좀 괜찮아졌다고 하닌 그럼 먼저 먹는 약 먹고 경과 관찰하자고 하시더라구요약 먹어도 계속 불편하면 주사 맞으려고 합니다병원 가기가 두려워서 엄청 걱정했는데 의사선생님께 허리아픈 원인과 치료 방향에 대해 듣고 나니 맘은 편하네요
774,어시스턴트,2022.12.28. 10:40,"아버지께서 10년 전에 척추관협착증으로신촌에 있는 대학병원에서 수술을 하셨고10년 간 문제 없이 잘 지내다가 최근 급격하게 안 좋아지셨습니다지병으로는 오래 전부터 당뇨가 있었고,몇 년 전엔 간암도 생겼고요처음엔 건강한 사람들처럼 빠르게 걷지 못하는 정도였는데몇 달 만에 수십 미터도 제대로 걷지 못할 정도가 되었습니다발 끝에는 마비 증상도 있다고 합니다그래서 10년 전 수술한 곳에 갔더니고령, 지병, 암 때문에 수술 시 생명이 위험할 수도 있다면서그냥 이렇게 사는 수밖에 없다고 하더군요아버지께서 10년 전 수술에 만족하셨던 데다가해당 대학병원이 최고라고 생각하셔서 망연자실 하시던 차에더 심해지면 일상생활이 불가능하다고 판단하여은평에 있는 다른 대학병원을 방문했습니다그런데 여기서는 정반대의 말을 하네요수술 그냥 하면 되는 건데 왜 못 하냐고... 암환자라고 아무것도 못 하는 건 아니라고마비 증상이 있으면 지금도 늦었다고 하면서앞선 병원의 진료를 이해할 수 없다는 식으로 말했습니다결론은, 일단 아버지는 다소 위험을 감수하고 두번째 병원에서 수술을 하기로 했습니다아버지 말씀을 그대로 옮기면, 죽을 때 죽더라도 이전처럼 잘 걷고 싶다고...다만 두 대학병원에서 완전히 상반된 말을 하니참 혼란스럽네요또 다른 곳에선 또 다르게 말할 수도 있겠죠여러 군데 가보는 것은 필수인 듯 합니다"
775,아프잖아,2022.12.27. 20:26,40대 후반 여자 입니다9월에 발병하고 처음에 근처 정형외과에서 신경차단술 한번 받았는데 급성증상을 완화는 되었지만 계속 아픈 상태로 4개월정도 되었습니다원래는 수술을 할까하고 mri를 다시 찍고 의사쌤한데 의논 갔는데 신경차단술을 한번더 하고 수술을 결정 하는게 좋겠다고 하셔서 통증의학과로 전원되서 신경 차단술을 받았습니다와 정말 .. 정승 문턱 갔다 오는줄 알았습니다 뭐라 설명 할수 없는 찌릿한 통증이 느껴지는데 비명이 절로 나로더라구요염증이 워낙 많아 아픈거라고 하시더라구요.병변을 잘 찾아 적제적소에 넣었는지 어제 시술 받고 오늘은 너무 컨디션이 좋아 졌습니다어제까지 통증을 6이라고 하면 지금은 2정도 되네요이렇게 계속 살수 있으면 일상 생활도 가는 할것 같네요그런데 발바닥에 이물감은 없어 지지 않네요 이건 안없어지는걸까요?
776,THE소소,2022.12.27. 12:15,"제아뒤 클릭하심 전에 쓴글있어요.9월말쯤 친정엄마 갑작스런 통증으로 신경주사 , 경막외신경성형술 까지 하시고 척추전문병원 의사님이 너무 수술을 권유 하시고 반겁박? 안하면 정말 큰일 날꺼처럼 말씀하시기에 대학병원 유명하다는 교수님 의견듣고 하더래도 대학병원에서 해야겠다고 엄마생각도 있으셔서 급하게 병원예약했어요. ㄱㄴ ㅅㅂㄹㅅ 는 내년 1월 설지나서 예약이고제일빠른곳이 ㅂㄷㅅㅇㄷ 였어요. 다행이 석달정도 기다렸지만 그안에 엄마의 통증은 너무나도 좋게 없어지고신경성형술이 엄마한텐 잘 맞았던건지 통증없이 잘 지내고 계셨어요그전 통증이 1~10으로 하면 10 최고조였다면 지금은 1? 정도 라고 하시네요. 한번씩 목이 뻐근 함이나 저릿하다싶으면 목침베게처럼 생긴 목뒷쪽에 대어 눕고 운동해주시고 하시더라구요. 주변에 목디스크로 수술하신분들이 이런저런 조언을 해주셔서 나름의 방법으로 하고 효과? 를 보고 계신듯합니다.지난주 ㅇㅈㅅ 교수님 진료 예약으로 가서 mri보시고 는 너무 부드러운 말투로 본인이라면 수술하라고 하지않을꺼라고 하십니다.디스크는 있으나 수술할 정도 까진 아닌듯해보이고 의사마다 보는 관점이 다르다보니 그래서 그런얘기 들은듯한데심각하게 수술을 해야하는건 아니라고 본인이라면 안하겠다고 하시네요. 그럼 어떻게 지내는게 좋은지 여쭤보니그냥 잊고 평소처럼 생활하시면 된다고 하십니다. 아무래도 나이가 있으시니 삼사년? 통증이 계속 있다 싶으면 그때 다시 mri 한번 해보는것도 괜찮다는 말씀도 해주셨습니다.척추전문병원의 의사님과 너무나도 다른 반응? 의견이엿어요. 척추전문병원의사님은 보존치료안된다 의미가 없다 무조건 수술만 답이다 협착이 너무심하다 신경술해도 결국엔 통증때문에 수술할꺼다 였다면ㅇㅈㅅ 교수님은 이차트가 본인이라면 난 안할꺼다 이렇게 얘기해주시니 너무 맘이 놓였어요.홈피 사진만보구 조금 딱딱하고 냉정한의사님일꺼같았어요. (척추전문병원의사님이 그랬거든요, 엄청예민한수술을 하고있어서 사람이 예민해질수밖에없다는 말씀까지 들었던터라,까칠그자체)마스크로 눈만 보이지만 눈가에 미소와 부드러운 말투로 위로 해주시듯 너무좋았습니다.나중에 통증이 있으면 바로 여기로 와야겠다고 엄마도 그러시네요.ㄱㄴㅅㅂㄹㅅ 는 바로 예약취소했어요. 엄마가 현재 통증또한없고 ㅇㅈㅅ교수님 안해도된다는 얘기를들어서 안가도되겠단 판단이 들었어요.다른분들도 혹시 모르니 척추전문병원 수술얘기들으시면 꼭 큰 대학병원 유명하다는교수님께 의견 듣고 하셨으면합니다."
777,mds77bin,2022.12.26. 21:54,올해 9월 15일 4~5번 디스크탈출 심하여미세현미경 수술했어요수술전과 수술후 통증이 크게 다르진않았지만눌려있던 신경이라 회복속도로만 이해하고있던중이었고 때마침 외래진료가 있어진료보는데 이번에도 또 약만주구 한달뒤에 보잔말이 너무화도나고 아프고 짜증도나고해서 원인을찾아봐줘야 하는거 아니냐며 그흔한 엠알아이라도다시 찍어봐야 하는거 아니냐햇드만 바로 예약잡고찍어주더라고요 근데 왠걸루 황당하게도 수술3개월재발하여 재수술 말하더군요어찌나 화나고 슬픈지 펑펑울고 집왔네요첨엔 믿기지도않고 3개월만에 재발 가능한가?별에별 생각다해보곤 이러다 안되겠다싶어정신 다잡고 . ..바로 ㅇㅈㄷ병원 예약하고 오늘 진료받고왔는데재수술해야하고 유합술 말씀하시네요유합술하기엔 조금 젊으시다며 (46세)말끝을 흐리시며 힘든일 하셨냐고 하는데왜 또 서럽고 슬픈지 눈물이 ㅠㅠ쌤 말씀이 유합술은 재발될 확률이 없다는데유합술해도 갠찮을까요? 올해가가면 벌써일년째 통증과 사투중이네요유합술수술하신분들 도움부탁드려요
778,귤귤80,2022.12.26. 21:32,- 본인이 병원에서 진료를 본 후기나 치료 후기를 회원들에게 알려주세요.- 병원과 의사명은 카페 회칙에 따라 초성으로 작성해 주시기 바랍니다.ㄱㄴㅅㅂㄹㅅ ㅅㄱㅅ 교수님 지난목요일 초진보고왔어여. 양팔저림 왼쪽 등통증 왼손가락 힘빠짐등 증상을젊은보조의사분에게 20분가량 테스트와 상담받고ㅅㄱㅅ 교수님 뵈었네여 자가증세는 심하지 않았지만테스트상이나 mri상으로는 상태가 긴급으로 결정된거같아요 수술은 100프로 결정된거였고 시기가언제잡히느냐 고민이었는데 교수님은 그동안 아팠을텐데 잘버텼다며 척수증은 확실하고 힘빠짐도 진행되어서 더 묶혀봐야 좋을거 하나없다며 어려운수술이지만 시간이 오래걸리는 복잡한수술은 아니라시며 이번주 수요일 수술예약 잡아주셨네요..10여분내 결정된거라 당황스럽긴했지만 그짧은시간에도 명료하게 설명해주시고 제마음까지 살피시며 진료해주셔서 믿음이 갔습니다.( 츤데레 스타일이세요) 부랴부랴 준비해서 내일 입원합니다. 이렇게 급한수술에도 빠른결정내린건 이카페에서 여러가지 정보들 궁금했던것들 도움많이 받은게 크네요. 수술잘받고 후기 또 남길게요 . 경추 척수증 분들 저처럼 참고 묶히지 마세요ㅜ
